BAT1,http://www.spoj.pl/problems/BAT1,dp
BAT2,http://www.spoj.pl/problems/BAT2,dp
BAT3,http://www.spoj.pl/problems/BAT3,dp
BAT4,http://www.spoj.pl/problems/BAT4,dp
BCAKE,http://www.spoj.pl/problems/BCAKE,dp max 2d range sum
BENEFACT,http://www.spoj.pl/problems/BENEFACT,"dfs, longest path"
BISHOPS,http://www.spoj.pl/problems/BISHOPS,"simple math, biginteger"
BLOPER,http://www.spoj.pl/problems/BLOPER,greedy
BLOPER2,http://www.spoj.pl/problems/BLOPER2,"binary search, meet in the middle, bitmasks"
BORW,http://www.spoj.pl/problems/BORW,dp
BRDGHRD,http://www.spoj.pl/problems/BRDGHRD,binary indexed tree
BRIDGE,http://www.spoj.pl/problems/BRIDGE,binary indexed tree
BRKSTRNG,http://www.spoj.pl/problems/BRKSTRNG,knuth's optimization
BUGLIFE,http://www.spoj.pl/problems/BUGLIFE,dfs
BUSYMAN,http://www.spoj.pl/problems/BUSYMAN,"greedy, interval scheduling"
BWIDOW,http://www.spoj.pl/problems/BWIDOW,ad hoc
BYTESM2,http://www.spoj.pl/problems/BYTESM2,dp
CADYDIST,http://www.spoj.pl/problems/CADYDIST,ad hoc
CAGES,http://www.spoj.pl/problems/CAGES,hard ad hoc
CAM5,http://www.spoj.pl/problems/CAM5,dfs
CANDY,http://www.spoj.pl/problems/CANDY,ad hoc
CANDY3,http://www.spoj.pl/problems/CANDY3,ad hoc
CAPCITY,http://www.spoj.pl/problems/CAPCITY,strongly connected components
CBANK,http://www.spoj.pl/problems/CBANK,math
CDC12_H,http://www.spoj.pl/problems/CDC12_H,segment tree
CERC07S,http://www.spoj.pl/problems/CERC07S,treap with implicit keys
CLOPPAIR,http://www.spoj.pl/problems/CLOPPAIR,"geometry, line sweep"
CNTPRIME,http://www.spoj.pl/problems/CNTPRIME,segment tree
COD1,http://www.spoj.pl/problems/COD1,ad hoc
CODERE3,http://www.spoj.pl/problems/CODERE3,"dp lis, lds"
CODESPTB,http://www.spoj.pl/problems/CODESPTB,inversion count
CODFURY,http://www.spoj.pl/problems/CODFURY,sliding window
COINS,http://www.spoj.pl/problems/COINS,dp
COLORSEG,http://www.spoj.pl/problems/COLORSEG,dp
COMBAT,http://www.spoj.pl/problems/COMBAT,binary indexed tree
COURAGE,http://www.spoj.pl/problems/COURAGE,segment tree
CRAN02,http://www.spoj.pl/problems/CRAN02,"ad hoc, math"
CRAN04,http://www.spoj.pl/problems/CRAN04,binary search
